Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),236114,239493,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,216424,256342,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),356418,356418,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Gender-Neutral,39384,39631,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),68462,68462,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OBC-NCL,Gender-Neutral,207903,350352,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OBC-NCL,Female-only (including Supernumerary),875842,875842,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),SC,Gender-Neutral,138225,138225,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,22271,29796,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),39217,51326,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,31426,34383,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),59337,59337,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,30627,35141,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),54368,58967,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,80473,108892,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),178965,178965,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,191413,208179,Round 1
"National Institute of Technology, Srinagar","Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,427477,427477,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,50543,52312,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),82925,82925,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,49897,52962,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),81860,86895,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Gender-Neutral,97023,110813,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),144724,154178,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),SC,Gender-Neutral,370104,396305,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Ladakh (UT),OPEN,Female-only (including Supernumerary),842946,842946,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,43977,49754,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),68136,69563,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,742245,742245,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,53572,55537,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),88399,88399,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,53493,57839,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),88184,95501,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,143336,167632,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),219918,219918,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,236412,241158,Round 1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),336173,336173,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,45167,46343,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),66821,69179,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Gender-Neutral,65509,78216,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),102135,119201,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),EWS,Gender-Neutral,1206518,1206518,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OBC-NCL,Gender-Neutral,694921,694921,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),SC,Gender-Neutral,242630,242630,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,39559,43241,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),55159,64465,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,43344,45581,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),70916,70916,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,46798,48658,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),69893,72523,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,143671,150520,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),193120,193120,Round 1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,227575,230897,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),61754,75434,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Gender-Neutral,45225,64265,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),94607,97873,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),EWS,Gender-Neutral,219926,219926,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OBC-NCL,Gender-Neutral,397151,496339,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),ST,Gender-Neutral,284159,284159,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),ST,Female-only (including Supernumerary),527937,527937,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,33409,35992,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),52720,56815,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,36430,39745,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),61173,61173,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,38845,44195,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),76447,77610,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,120121,146512,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),217360,217360,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,201437,229431,Round 1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),349662,349662,Round 1
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,59181,61686,Round 1
